nombre,descripcion,precio_venta_actual,id_marca,id_categoria
Zapatillas Tech v66,Indumentaria deportiva serie 315 para alto rendimiento.,76278.33,1,4
Calza Pro v65,Indumentaria deportiva serie 316 para alto rendimiento.,135218.28,3,5
Remera Training v95,Indumentaria deportiva serie 317 para alto rendimiento.,148544.26,2,2
Short Dry-Fit v30,Indumentaria deportiva serie 318 para alto rendimiento.,69984.23,1,1
Campera Dry-Fit v60,Indumentaria deportiva serie 319 para alto rendimiento.,111187.99,2,3
Campera Aeroswift v65,Indumentaria deportiva serie 320 para alto rendimiento.,40373.92,2,3
Short Tech v90,Indumentaria deportiva serie 321 para alto rendimiento.,33481.31,1,4
Zapatillas Ultra v34,Indumentaria deportiva serie 322 para alto rendimiento.,99149.07,2,2
Short Basic v84,Indumentaria deportiva serie 323 para alto rendimiento.,53193.24,1,2
Pantalón Pro v84,Indumentaria deportiva serie 324 para alto rendimiento.,52080.94,3,4
Medias Pro v9,Indumentaria deportiva serie 325 para alto rendimiento.,21712.68,1,5
Pantalón Compression v97,Indumentaria deportiva serie 326 para alto rendimiento.,147094.29,3,1
Medias Compression v7,Indumentaria deportiva serie 327 para alto rendimiento.,72150.84,3,4
Calza Basic v49,Indumentaria deportiva serie 328 para alto rendimiento.,75783.99,3,4
Medias Elite v62,Indumentaria deportiva serie 329 para alto rendimiento.,103161.76,1,2
Short Compression v63,Indumentaria deportiva serie 330 para alto rendimiento.,111098.15,1,3
Pantalón Pro v78,Indumentaria deportiva serie 331 para alto rendimiento.,22673.31,1,5
Buzo Dry-Fit v56,Indumentaria deportiva serie 332 para alto rendimiento.,145929.19,3,5
Zapatillas Elite v99,Indumentaria deportiva serie 333 para alto rendimiento.,43250.58,1,2
Zapatillas Training v25,Indumentaria deportiva serie 334 para alto rendimiento.,126894.59,3,2
Calza Training v85,Indumentaria deportiva serie 335 para alto rendimiento.,26968.6,3,5
Top Training v86,Indumentaria deportiva serie 336 para alto rendimiento.,51261.29,2,5
Pantalón Compression v46,Indumentaria deportiva serie 337 para alto rendimiento.,15953.65,2,3
Campera Dry-Fit v35,Indumentaria deportiva serie 338 para alto rendimiento.,27354.1,3,4
Top Dry-Fit v23,Indumentaria deportiva serie 339 para alto rendimiento.,28418.98,1,4
Top Basic v97,Indumentaria deportiva serie 340 para alto rendimiento.,138389.61,1,2
Pantalón Pro v19,Indumentaria deportiva serie 341 para alto rendimiento.,120917.62,1,3
Short Basic v70,Indumentaria deportiva serie 342 para alto rendimiento.,142822.58,3,3
Buzo Tech v64,Indumentaria deportiva serie 343 para alto rendimiento.,143006.22,2,4
Remera Compression v64,Indumentaria deportiva serie 344 para alto rendimiento.,91223.77,3,3
Buzo Pro v76,Indumentaria deportiva serie 345 para alto rendimiento.,57026.51,2,4
Short Aeroswift v73,Indumentaria deportiva serie 346 para alto rendimiento.,84681.54,3,3
Medias Aeroswift v32,Indumentaria deportiva serie 347 para alto rendimiento.,147658.34,3,4
Remera Elite v34,Indumentaria deportiva serie 348 para alto rendimiento.,35706.18,3,5
Buzo Training v33,Indumentaria deportiva serie 349 para alto rendimiento.,110688.38,1,3
Medias Pro v49,Indumentaria deportiva serie 350 para alto rendimiento.,144441.21,3,5
Buzo Tech v73,Indumentaria deportiva serie 351 para alto rendimiento.,136290.07,1,5
Medias Tech v65,Indumentaria deportiva serie 352 para alto rendimiento.,108182.38,1,3
Short Tech v26,Indumentaria deportiva serie 353 para alto rendimiento.,106898.85,2,3
Remera Tech v3,Indumentaria deportiva serie 354 para alto rendimiento.,130859.55,2,4
Short Tech v27,Indumentaria deportiva serie 355 para alto rendimiento.,21569.35,1,2
Medias Ultra v54,Indumentaria deportiva serie 356 para alto rendimiento.,122072.38,2,2
Top Training v8,Indumentaria deportiva serie 357 para alto rendimiento.,75320.44,2,3
Buzo Ultra v30,Indumentaria deportiva serie 358 para alto rendimiento.,140688.56,1,1
Top Basic v70,Indumentaria deportiva serie 359 para alto rendimiento.,75059.79,1,2
Campera Aeroswift v27,Indumentaria deportiva serie 360 para alto rendimiento.,31463.85,1,5
Calza Pro v3,Indumentaria deportiva serie 361 para alto rendimiento.,66189.36,3,2
Calza Training v66,Indumentaria deportiva serie 362 para alto rendimiento.,33843.61,1,4
Buzo Compression v80,Indumentaria deportiva serie 363 para alto rendimiento.,80457.31,3,2
Medias Aeroswift v52,Indumentaria deportiva serie 364 para alto rendimiento.,123554.36,1,3
Campera Training v42,Indumentaria deportiva serie 365 para alto rendimiento.,61874.43,2,1
Top Dry-Fit v75,Indumentaria deportiva serie 366 para alto rendimiento.,30928.67,1,3
Campera Aeroswift v19,Indumentaria deportiva serie 367 para alto rendimiento.,38598.86,2,1
Buzo Compression v89,Indumentaria deportiva serie 368 para alto rendimiento.,72753.76,1,5
Campera Tech v6,Indumentaria deportiva serie 369 para alto rendimiento.,48126.06,1,4
Pantalón Aeroswift v66,Indumentaria deportiva serie 370 para alto rendimiento.,138595.9,2,5
Zapatillas Compression v43,Indumentaria deportiva serie 371 para alto rendimiento.,145582.9,2,1
Short Aeroswift v91,Indumentaria deportiva serie 372 para alto rendimiento.,112472.08,2,4
Campera Elite v83,Indumentaria deportiva serie 373 para alto rendimiento.,126933.12,1,5
Campera Elite v13,Indumentaria deportiva serie 374 para alto rendimiento.,55153.53,3,2
Campera Dry-Fit v55,Indumentaria deportiva serie 375 para alto rendimiento.,63820.06,2,4
Medias Dry-Fit v52,Indumentaria deportiva serie 376 para alto rendimiento.,104425.55,3,2
Campera Compression v98,Indumentaria deportiva serie 377 para alto rendimiento.,97262.14,1,1
Pantalón Aeroswift v56,Indumentaria deportiva serie 378 para alto rendimiento.,112801.66,2,5
Medias Ultra v25,Indumentaria deportiva serie 379 para alto rendimiento.,50710.9,2,5
Medias Aeroswift v35,Indumentaria deportiva serie 380 para alto rendimiento.,47736.79,3,1
Buzo Compression v44,Indumentaria deportiva serie 381 para alto rendimiento.,93902.64,1,1
Calza Dry-Fit v21,Indumentaria deportiva serie 382 para alto rendimiento.,69775.97,3,1
Zapatillas Dry-Fit v97,Indumentaria deportiva serie 383 para alto rendimiento.,38108.25,3,5
Calza Ultra v64,Indumentaria deportiva serie 384 para alto rendimiento.,18135.31,2,4
Calza Ultra v88,Indumentaria deportiva serie 385 para alto rendimiento.,77954.15,3,4
Zapatillas Tech v31,Indumentaria deportiva serie 386 para alto rendimiento.,32000.38,2,5
Buzo Training v6,Indumentaria deportiva serie 387 para alto rendimiento.,56774.93,3,4
Remera Elite v8,Indumentaria deportiva serie 388 para alto rendimiento.,33292.74,3,5
Top Training v99,Indumentaria deportiva serie 389 para alto rendimiento.,72903.02,2,2
Medias Tech v18,Indumentaria deportiva serie 390 para alto rendimiento.,146767.93,1,4
Pantalón Aeroswift v27,Indumentaria deportiva serie 391 para alto rendimiento.,98461.97,3,4
Campera Dry-Fit v60,Indumentaria deportiva serie 392 para alto rendimiento.,137776.01,1,5
Short Training v25,Indumentaria deportiva serie 393 para alto rendimiento.,36969.31,2,5
Medias Pro v11,Indumentaria deportiva serie 394 para alto rendimiento.,15591.65,3,2
Buzo Pro v14,Indumentaria deportiva serie 395 para alto rendimiento.,58481.53,1,5
Remera Dry-Fit v38,Indumentaria deportiva serie 396 para alto rendimiento.,33450.38,3,3
Top Training v88,Indumentaria deportiva serie 397 para alto rendimiento.,23220.43,1,5
Short Ultra v93,Indumentaria deportiva serie 398 para alto rendimiento.,94757.58,2,4
Short Basic v21,Indumentaria deportiva serie 399 para alto rendimiento.,52561.2,2,3
Top Tech v23,Indumentaria deportiva serie 400 para alto rendimiento.,142675.66,1,3
Buzo Dry-Fit v70,Indumentaria deportiva serie 401 para alto rendimiento.,130003.59,2,3
Pantalón Basic v94,Indumentaria deportiva serie 402 para alto rendimiento.,22848.08,1,5
Campera Aeroswift v9,Indumentaria deportiva serie 403 para alto rendimiento.,115739.82,2,2
Medias Training v59,Indumentaria deportiva serie 404 para alto rendimiento.,105240.77,2,3
Medias Tech v99,Indumentaria deportiva serie 405 para alto rendimiento.,143546.2,2,4
Buzo Compression v46,Indumentaria deportiva serie 406 para alto rendimiento.,105592.5,2,5
Zapatillas Basic v50,Indumentaria deportiva serie 407 para alto rendimiento.,148260.77,3,3
Short Compression v20,Indumentaria deportiva serie 408 para alto rendimiento.,148269.34,2,1
Remera Aeroswift v8,Indumentaria deportiva serie 409 para alto rendimiento.,54609.6,3,4
Buzo Training v19,Indumentaria deportiva serie 410 para alto rendimiento.,144709.69,3,4
Calza Elite v19,Indumentaria deportiva serie 411 para alto rendimiento.,117438.04,3,4
Zapatillas Tech v85,Indumentaria deportiva serie 412 para alto rendimiento.,145157.29,1,5
Zapatillas Aeroswift v56,Indumentaria deportiva serie 413 para alto rendimiento.,90060.97,1,2
Campera Dry-Fit v39,Indumentaria deportiva serie 414 para alto rendimiento.,71858.9,3,3
Buzo Training v4,Indumentaria deportiva serie 415 para alto rendimiento.,113431.27,1,5
Pantalón Aeroswift v33,Indumentaria deportiva serie 416 para alto rendimiento.,64082.92,1,3
Short Aeroswift v73,Indumentaria deportiva serie 417 para alto rendimiento.,124169.4,2,2
Buzo Training v40,Indumentaria deportiva serie 418 para alto rendimiento.,21085.82,3,2
Zapatillas Elite v10,Indumentaria deportiva serie 419 para alto rendimiento.,40038.71,3,2
Pantalón Dry-Fit v70,Indumentaria deportiva serie 420 para alto rendimiento.,72247.09,3,1
Pantalón Aeroswift v22,Indumentaria deportiva serie 421 para alto rendimiento.,25008.61,3,4
Calza Aeroswift v22,Indumentaria deportiva serie 422 para alto rendimiento.,106908.17,2,4
Zapatillas Basic v95,Indumentaria deportiva serie 423 para alto rendimiento.,17193.29,1,1
Short Tech v16,Indumentaria deportiva serie 424 para alto rendimiento.,42271.42,1,5
Short Basic v9,Indumentaria deportiva serie 425 para alto rendimiento.,55311.63,2,5
Pantalón Training v90,Indumentaria deportiva serie 426 para alto rendimiento.,142271.35,1,4
Calza Ultra v77,Indumentaria deportiva serie 427 para alto rendimiento.,21768.59,2,3
Pantalón Compression v77,Indumentaria deportiva serie 428 para alto rendimiento.,54008.9,3,4
Zapatillas Training v18,Indumentaria deportiva serie 429 para alto rendimiento.,90821.43,3,4
Calza Elite v81,Indumentaria deportiva serie 430 para alto rendimiento.,51526.09,2,2
Pantalón Tech v75,Indumentaria deportiva serie 431 para alto rendimiento.,121814.57,3,5
Buzo Compression v15,Indumentaria deportiva serie 432 para alto rendimiento.,64980.72,1,2
Pantalón Dry-Fit v26,Indumentaria deportiva serie 433 para alto rendimiento.,68650.98,2,2
Calza Aeroswift v47,Indumentaria deportiva serie 434 para alto rendimiento.,85523.45,3,2
Zapatillas Pro v92,Indumentaria deportiva serie 435 para alto rendimiento.,98390.6,3,4
Calza Dry-Fit v58,Indumentaria deportiva serie 436 para alto rendimiento.,109772.76,2,3
Medias Dry-Fit v86,Indumentaria deportiva serie 437 para alto rendimiento.,44398.73,1,3
Pantalón Elite v51,Indumentaria deportiva serie 438 para alto rendimiento.,70717.33,1,4
Short Elite v71,Indumentaria deportiva serie 439 para alto rendimiento.,55916.67,1,4
Buzo Training v82,Indumentaria deportiva serie 440 para alto rendimiento.,112697.2,1,4
Zapatillas Tech v25,Indumentaria deportiva serie 441 para alto rendimiento.,60766.39,2,2
Buzo Aeroswift v84,Indumentaria deportiva serie 442 para alto rendimiento.,21354.77,2,5
Medias Basic v95,Indumentaria deportiva serie 443 para alto rendimiento.,32950.1,3,5
Buzo Basic v15,Indumentaria deportiva serie 444 para alto rendimiento.,43729.25,1,1
Calza Elite v38,Indumentaria deportiva serie 445 para alto rendimiento.,123908.81,2,4
Top Elite v55,Indumentaria deportiva serie 446 para alto rendimiento.,109971.62,2,1
Pantalón Elite v77,Indumentaria deportiva serie 447 para alto rendimiento.,85234.57,1,5
Buzo Pro v5,Indumentaria deportiva serie 448 para alto rendimiento.,62061.68,1,4
Campera Aeroswift v87,Indumentaria deportiva serie 449 para alto rendimiento.,101637.81,1,1
Short Basic v7,Indumentaria deportiva serie 450 para alto rendimiento.,109609.68,1,2
Calza Tech v60,Indumentaria deportiva serie 451 para alto rendimiento.,135488.31,1,5
Buzo Compression v58,Indumentaria deportiva serie 452 para alto rendimiento.,47201.18,2,1
Buzo Ultra v56,Indumentaria deportiva serie 453 para alto rendimiento.,142428.71,3,3
Buzo Basic v25,Indumentaria deportiva serie 454 para alto rendimiento.,71721.85,2,1
Remera Ultra v70,Indumentaria deportiva serie 455 para alto rendimiento.,48856.47,3,4
Pantalón Compression v70,Indumentaria deportiva serie 456 para alto rendimiento.,63166.64,3,2
Remera Dry-Fit v63,Indumentaria deportiva serie 457 para alto rendimiento.,145811.69,1,5
Buzo Dry-Fit v70,Indumentaria deportiva serie 458 para alto rendimiento.,75881.37,3,2
Zapatillas Compression v43,Indumentaria deportiva serie 459 para alto rendimiento.,109427.11,2,1
Remera Dry-Fit v14,Indumentaria deportiva serie 460 para alto rendimiento.,62368.22,1,1
Remera Training v25,Indumentaria deportiva serie 461 para alto rendimiento.,26198.75,3,2
Top Training v56,Indumentaria deportiva serie 462 para alto rendimiento.,122521.39,2,5
Medias Tech v40,Indumentaria deportiva serie 463 para alto rendimiento.,41589.79,2,4
Buzo Aeroswift v47,Indumentaria deportiva serie 464 para alto rendimiento.,26746.89,1,3
Zapatillas Ultra v13,Indumentaria deportiva serie 465 para alto rendimiento.,81818.3,2,5
Calza Pro v48,Indumentaria deportiva serie 466 para alto rendimiento.,29356.62,1,2
Buzo Dry-Fit v42,Indumentaria deportiva serie 467 para alto rendimiento.,106868.28,3,4
Calza Pro v62,Indumentaria deportiva serie 468 para alto rendimiento.,23822.24,3,5
Remera Basic v43,Indumentaria deportiva serie 469 para alto rendimiento.,20086.68,2,2
Buzo Pro v95,Indumentaria deportiva serie 470 para alto rendimiento.,41666.76,3,4
Buzo Basic v66,Indumentaria deportiva serie 471 para alto rendimiento.,89555.65,1,1
Calza Ultra v10,Indumentaria deportiva serie 472 para alto rendimiento.,69628.49,2,3
Campera Ultra v3,Indumentaria deportiva serie 473 para alto rendimiento.,23815.71,2,3
Short Aeroswift v23,Indumentaria deportiva serie 474 para alto rendimiento.,137338.82,1,4
Medias Tech v17,Indumentaria deportiva serie 475 para alto rendimiento.,41494.17,2,1
Buzo Basic v6,Indumentaria deportiva serie 476 para alto rendimiento.,145811.0,2,1
Zapatillas Compression v41,Indumentaria deportiva serie 477 para alto rendimiento.,101158.48,3,5
Zapatillas Ultra v4,Indumentaria deportiva serie 478 para alto rendimiento.,100004.75,1,1
Zapatillas Dry-Fit v85,Indumentaria deportiva serie 479 para alto rendimiento.,22392.6,2,4
Short Aeroswift v28,Indumentaria deportiva serie 480 para alto rendimiento.,70064.84,1,2
Campera Compression v87,Indumentaria deportiva serie 481 para alto rendimiento.,49693.93,3,3
Buzo Aeroswift v61,Indumentaria deportiva serie 482 para alto rendimiento.,42226.25,3,2
Pantalón Training v88,Indumentaria deportiva serie 483 para alto rendimiento.,67248.82,3,2
Top Tech v10,Indumentaria deportiva serie 484 para alto rendimiento.,145192.64,2,5
Top Aeroswift v53,Indumentaria deportiva serie 485 para alto rendimiento.,103907.54,3,4
Pantalón Dry-Fit v14,Indumentaria deportiva serie 486 para alto rendimiento.,71089.39,1,3
Zapatillas Training v5,Indumentaria deportiva serie 487 para alto rendimiento.,74515.25,2,5
Pantalón Pro v19,Indumentaria deportiva serie 488 para alto rendimiento.,102973.83,1,1
Campera Ultra v81,Indumentaria deportiva serie 489 para alto rendimiento.,42418.58,3,5
Medias Training v85,Indumentaria deportiva serie 490 para alto rendimiento.,64070.24,3,4
Medias Pro v12,Indumentaria deportiva serie 491 para alto rendimiento.,128408.16,2,1
Remera Dry-Fit v21,Indumentaria deportiva serie 492 para alto rendimiento.,41581.02,1,2
Short Compression v90,Indumentaria deportiva serie 493 para alto rendimiento.,73512.66,3,5
Calza Compression v90,Indumentaria deportiva serie 494 para alto rendimiento.,113495.54,2,5
Short Dry-Fit v60,Indumentaria deportiva serie 495 para alto rendimiento.,28790.79,1,4
Calza Ultra v26,Indumentaria deportiva serie 496 para alto rendimiento.,49535.45,1,2
Buzo Tech v3,Indumentaria deportiva serie 497 para alto rendimiento.,46256.65,2,2
Remera Elite v57,Indumentaria deportiva serie 498 para alto rendimiento.,37986.15,3,5
Calza Tech v34,Indumentaria deportiva serie 499 para alto rendimiento.,101712.15,2,5
Calza Ultra v12,Indumentaria deportiva serie 500 para alto rendimiento.,17427.97,2,5
Pantalón Dry-Fit v41,Indumentaria deportiva serie 501 para alto rendimiento.,109027.21,3,4
Pantalón Tech v46,Indumentaria deportiva serie 502 para alto rendimiento.,145867.85,3,2
Short Dry-Fit v89,Indumentaria deportiva serie 503 para alto rendimiento.,65959.51,1,4
Buzo Elite v57,Indumentaria deportiva serie 504 para alto rendimiento.,40168.7,1,3
Buzo Training v51,Indumentaria deportiva serie 505 para alto rendimiento.,73792.14,1,2
Calza Training v78,Indumentaria deportiva serie 506 para alto rendimiento.,95389.55,1,5
Top Compression v46,Indumentaria deportiva serie 507 para alto rendimiento.,149522.18,3,5
Pantalón Compression v41,Indumentaria deportiva serie 508 para alto rendimiento.,88475.55,3,4
Pantalón Aeroswift v64,Indumentaria deportiva serie 509 para alto rendimiento.,110242.98,2,5
Medias Dry-Fit v14,Indumentaria deportiva serie 510 para alto rendimiento.,53232.97,1,2
Remera Ultra v4,Indumentaria deportiva serie 511 para alto rendimiento.,46384.19,2,4
Zapatillas Ultra v10,Indumentaria deportiva serie 512 para alto rendimiento.,44454.94,2,3
Remera Ultra v52,Indumentaria deportiva serie 513 para alto rendimiento.,46216.26,3,5
Buzo Pro v95,Indumentaria deportiva serie 514 para alto rendimiento.,126985.03,3,2
Medias Elite v53,Indumentaria deportiva serie 515 para alto rendimiento.,126990.72,2,4
Calza Dry-Fit v82,Indumentaria deportiva serie 516 para alto rendimiento.,25557.76,2,4
Remera Basic v81,Indumentaria deportiva serie 517 para alto rendimiento.,87583.81,2,5
Remera Dry-Fit v13,Indumentaria deportiva serie 518 para alto rendimiento.,142254.78,1,1
Short Ultra v16,Indumentaria deportiva serie 519 para alto rendimiento.,121970.27,3,4
Remera Training v95,Indumentaria deportiva serie 520 para alto rendimiento.,31168.57,1,4
Remera Aeroswift v5,Indumentaria deportiva serie 521 para alto rendimiento.,79748.58,1,1
Top Training v24,Indumentaria deportiva serie 522 para alto rendimiento.,44876.85,1,2
Top Tech v36,Indumentaria deportiva serie 523 para alto rendimiento.,91711.55,2,3
Medias Basic v46,Indumentaria deportiva serie 524 para alto rendimiento.,81150.03,2,4
Short Tech v19,Indumentaria deportiva serie 525 para alto rendimiento.,135688.51,2,2
Buzo Ultra v64,Indumentaria deportiva serie 526 para alto rendimiento.,85945.1,2,4
Top Aeroswift v24,Indumentaria deportiva serie 527 para alto rendimiento.,126868.66,1,4
Campera Dry-Fit v69,Indumentaria deportiva serie 528 para alto rendimiento.,69526.42,3,3
Pantalón Aeroswift v68,Indumentaria deportiva serie 529 para alto rendimiento.,18935.38,2,3
Remera Elite v99,Indumentaria deportiva serie 530 para alto rendimiento.,61772.6,1,1
Campera Pro v30,Indumentaria deportiva serie 531 para alto rendimiento.,124548.56,2,2
Medias Pro v40,Indumentaria deportiva serie 532 para alto rendimiento.,90078.91,1,5
Remera Aeroswift v99,Indumentaria deportiva serie 533 para alto rendimiento.,87504.77,1,1
Zapatillas Ultra v62,Indumentaria deportiva serie 534 para alto rendimiento.,110964.38,2,4
Calza Tech v55,Indumentaria deportiva serie 535 para alto rendimiento.,17251.35,1,4
Calza Dry-Fit v50,Indumentaria deportiva serie 536 para alto rendimiento.,96553.65,3,1
Calza Aeroswift v3,Indumentaria deportiva serie 537 para alto rendimiento.,137273.66,2,4
Short Aeroswift v74,Indumentaria deportiva serie 538 para alto rendimiento.,97953.03,1,5
Zapatillas Dry-Fit v66,Indumentaria deportiva serie 539 para alto rendimiento.,42000.95,3,5
Medias Dry-Fit v48,Indumentaria deportiva serie 540 para alto rendimiento.,54080.24,1,2
Zapatillas Pro v73,Indumentaria deportiva serie 541 para alto rendimiento.,61628.35,2,5
Medias Pro v43,Indumentaria deportiva serie 542 para alto rendimiento.,68974.34,1,2
Zapatillas Aeroswift v18,Indumentaria deportiva serie 543 para alto rendimiento.,100879.02,3,2
Remera Ultra v55,Indumentaria deportiva serie 544 para alto rendimiento.,60000.35,1,5
Short Compression v37,Indumentaria deportiva serie 545 para alto rendimiento.,19044.47,3,5
Short Training v37,Indumentaria deportiva serie 546 para alto rendimiento.,86156.81,2,2
Buzo Basic v70,Indumentaria deportiva serie 547 para alto rendimiento.,72868.21,1,2
Pantalón Aeroswift v67,Indumentaria deportiva serie 548 para alto rendimiento.,144393.3,2,1
Short Training v95,Indumentaria deportiva serie 549 para alto rendimiento.,88795.19,3,3
Zapatillas Pro v11,Indumentaria deportiva serie 550 para alto rendimiento.,17892.02,1,5
Remera Elite v21,Indumentaria deportiva serie 551 para alto rendimiento.,62177.46,1,1
Medias Training v85,Indumentaria deportiva serie 552 para alto rendimiento.,50532.51,2,2
Top Tech v68,Indumentaria deportiva serie 553 para alto rendimiento.,144217.03,2,4
Zapatillas Basic v29,Indumentaria deportiva serie 554 para alto rendimiento.,52114.21,3,1
Short Training v5,Indumentaria deportiva serie 555 para alto rendimiento.,41689.26,2,2
Campera Basic v6,Indumentaria deportiva serie 556 para alto rendimiento.,28353.78,2,1
Remera Training v15,Indumentaria deportiva serie 557 para alto rendimiento.,126838.95,3,4
Buzo Training v52,Indumentaria deportiva serie 558 para alto rendimiento.,104629.84,1,1
Calza Pro v87,Indumentaria deportiva serie 559 para alto rendimiento.,29524.75,3,4
Buzo Training v71,Indumentaria deportiva serie 560 para alto rendimiento.,59901.24,1,2
Remera Dry-Fit v68,Indumentaria deportiva serie 561 para alto rendimiento.,109464.59,1,5
Top Basic v94,Indumentaria deportiva serie 562 para alto rendimiento.,142699.67,1,4
Pantalón Training v53,Indumentaria deportiva serie 563 para alto rendimiento.,74094.62,1,3
Medias Training v49,Indumentaria deportiva serie 564 para alto rendimiento.,118567.72,2,1
Buzo Training v66,Indumentaria deportiva serie 565 para alto rendimiento.,110932.22,3,4
Calza Training v90,Indumentaria deportiva serie 566 para alto rendimiento.,43815.5,3,5
Remera Basic v53,Indumentaria deportiva serie 567 para alto rendimiento.,38288.35,1,5
Calza Ultra v22,Indumentaria deportiva serie 568 para alto rendimiento.,100345.02,3,3
Pantalón Tech v86,Indumentaria deportiva serie 569 para alto rendimiento.,102299.98,1,4
Remera Training v59,Indumentaria deportiva serie 570 para alto rendimiento.,25811.13,2,5
Top Basic v82,Indumentaria deportiva serie 571 para alto rendimiento.,67765.86,3,1
Calza Pro v51,Indumentaria deportiva serie 572 para alto rendimiento.,51949.67,1,2
Zapatillas Aeroswift v32,Indumentaria deportiva serie 573 para alto rendimiento.,106484.75,2,3
Medias Dry-Fit v63,Indumentaria deportiva serie 574 para alto rendimiento.,109680.85,1,3
Pantalón Basic v91,Indumentaria deportiva serie 575 para alto rendimiento.,92389.0,3,3
Campera Aeroswift v24,Indumentaria deportiva serie 576 para alto rendimiento.,45111.92,2,1
Medias Ultra v33,Indumentaria deportiva serie 577 para alto rendimiento.,86906.19,3,3
Buzo Tech v61,Indumentaria deportiva serie 578 para alto rendimiento.,81945.51,1,3
Medias Aeroswift v42,Indumentaria deportiva serie 579 para alto rendimiento.,19337.41,1,3
Top Elite v78,Indumentaria deportiva serie 580 para alto rendimiento.,59200.26,2,5
Buzo Compression v56,Indumentaria deportiva serie 581 para alto rendimiento.,49292.09,3,4
Short Tech v37,Indumentaria deportiva serie 582 para alto rendimiento.,43446.91,3,5
Campera Training v29,Indumentaria deportiva serie 583 para alto rendimiento.,69869.03,2,5
Campera Ultra v16,Indumentaria deportiva serie 584 para alto rendimiento.,107088.6,2,2
Campera Compression v57,Indumentaria deportiva serie 585 para alto rendimiento.,39635.68,1,4
Pantalón Elite v3,Indumentaria deportiva serie 586 para alto rendimiento.,129876.07,1,2
Zapatillas Aeroswift v50,Indumentaria deportiva serie 587 para alto rendimiento.,53408.76,1,1
Top Pro v96,Indumentaria deportiva serie 588 para alto rendimiento.,40684.98,1,3
Short Aeroswift v43,Indumentaria deportiva serie 589 para alto rendimiento.,101486.95,1,4
Top Elite v41,Indumentaria deportiva serie 590 para alto rendimiento.,105180.96,1,5
Top Tech v51,Indumentaria deportiva serie 591 para alto rendimiento.,28770.95,2,5
Pantalón Compression v86,Indumentaria deportiva serie 592 para alto rendimiento.,103874.17,3,3
Top Aeroswift v22,Indumentaria deportiva serie 593 para alto rendimiento.,126056.38,3,4
Short Basic v78,Indumentaria deportiva serie 594 para alto rendimiento.,98225.99,1,4
Zapatillas Aeroswift v65,Indumentaria deportiva serie 595 para alto rendimiento.,18583.46,2,5
Campera Basic v95,Indumentaria deportiva serie 596 para alto rendimiento.,41322.53,3,1
Top Training v29,Indumentaria deportiva serie 597 para alto rendimiento.,79330.14,3,2
Zapatillas Basic v59,Indumentaria deportiva serie 598 para alto rendimiento.,140001.09,1,2
Campera Aeroswift v27,Indumentaria deportiva serie 599 para alto rendimiento.,51482.17,1,5
Remera Basic v79,Indumentaria deportiva serie 600 para alto rendimiento.,119947.0,1,1
Calza Aeroswift v31,Indumentaria deportiva serie 601 para alto rendimiento.,130929.24,1,5
Short Dry-Fit v80,Indumentaria deportiva serie 602 para alto rendimiento.,20766.0,3,3
Campera Tech v27,Indumentaria deportiva serie 603 para alto rendimiento.,53307.21,3,2
Zapatillas Elite v25,Indumentaria deportiva serie 604 para alto rendimiento.,19847.29,1,3
Campera Training v71,Indumentaria deportiva serie 605 para alto rendimiento.,77433.41,1,4
Remera Dry-Fit v47,Indumentaria deportiva serie 606 para alto rendimiento.,20929.98,2,3
Top Tech v45,Indumentaria deportiva serie 607 para alto rendimiento.,85857.42,2,1
Campera Training v10,Indumentaria deportiva serie 608 para alto rendimiento.,106119.42,2,5
Short Ultra v18,Indumentaria deportiva serie 609 para alto rendimiento.,107380.54,1,1
Buzo Tech v74,Indumentaria deportiva serie 610 para alto rendimiento.,66719.15,3,4
Remera Basic v51,Indumentaria deportiva serie 611 para alto rendimiento.,141160.07,1,4
Medias Ultra v66,Indumentaria deportiva serie 612 para alto rendimiento.,48929.97,2,2
Calza Dry-Fit v83,Indumentaria deportiva serie 613 para alto rendimiento.,65165.8,1,1
Buzo Basic v22,Indumentaria deportiva serie 614 para alto rendimiento.,87272.02,1,2
Campera Aeroswift v71,Indumentaria deportiva serie 615 para alto rendimiento.,101095.05,2,4
Medias Training v31,Indumentaria deportiva serie 616 para alto rendimiento.,58130.74,3,5
Remera Aeroswift v10,Indumentaria deportiva serie 617 para alto rendimiento.,44561.85,1,2
Top Training v55,Indumentaria deportiva serie 618 para alto rendimiento.,59020.18,3,1
Short Ultra v94,Indumentaria deportiva serie 619 para alto rendimiento.,91412.33,1,4
Calza Basic v40,Indumentaria deportiva serie 620 para alto rendimiento.,19622.95,2,3
Top Ultra v72,Indumentaria deportiva serie 621 para alto rendimiento.,85815.7,1,1
Medias Training v74,Indumentaria deportiva serie 622 para alto rendimiento.,145594.34,1,1
Calza Ultra v73,Indumentaria deportiva serie 623 para alto rendimiento.,79136.3,2,5
Calza Ultra v30,Indumentaria deportiva serie 624 para alto rendimiento.,47165.75,3,1
Medias Pro v77,Indumentaria deportiva serie 625 para alto rendimiento.,20605.68,3,1
Buzo Aeroswift v64,Indumentaria deportiva serie 626 para alto rendimiento.,117657.52,3,5
Medias Ultra v39,Indumentaria deportiva serie 627 para alto rendimiento.,61588.41,3,2
Medias Elite v86,Indumentaria deportiva serie 628 para alto rendimiento.,103845.59,3,2
